Entity,Code,Year,15–19 years,20–24 years,25–29 years
Greece,GRC,2005,1.4901946,2.4020529,3.7861848
Greece,GRC,2006,1.0115076,2.6504958,3.4513783
Greece,GRC,2007,1.534396,2.1879604,4.3477
Greece,GRC,2008,0.5175885,1.8242517,3.6927304
Greece,GRC,2009,1.0467496,2.0483506,3.4024749
Greece,GRC,2010,1.0573916,2.113725,2.7505705
Greece,GRC,2011,1.9698259,3.3331056,4.408096
Greece,GRC,2012,1.4497008,3.6488419,3.1088464
Greece,GRC,2013,1.2841021,3.635877,5.215468
Greece,GRC,2014,1.6640351,4.452253,3.372692
Greece,GRC,2015,1.118925,3.0003476,4.1499977
Greece,GRC,2016,1.3049939,3.06425,2.5425668
Greece,GRC,2017,1.4819233,4.550129,4.4443607
Greece,GRC,2018,2.0224714,5.0922794,2.77585
Greece,GRC,2019,1.4599899,4.6767635,3.8810973
Greece,GRC,2020,1.4571047,3.0286834,3.741388
Greece,GRC,2021,0.5660025,2.68827,3.196919
Greece,GRC,2022,1.6899028,2.683051,3.9821675
Grenada,GRD,1985,0,0,0
Grenada,GRD,1988,7.8125,9.259259,25.641026
Grenada,GRD,1989,0,0,0
Grenada,GRD,1990,8.130081,0,0
Grenada,GRD,1991,0,0,0
Grenada,GRD,1992,0,0,0
Grenada,GRD,1993,0,0,0
Grenada,GRD,1994,0,0,0
Grenada,GRD,1995,0,0,0
Grenada,GRD,1996,0,0,0
Grenada,GRD,2001,0,0,0
Grenada,GRD,2002,0,0,0
Grenada,GRD,2003,0,0,0
Grenada,GRD,2004,0,0,0
Grenada,GRD,2005,0,0,13.972335
Grenada,GRD,2006,0,0,0
Grenada,GRD,2007,0,0,24.975025
Grenada,GRD,2008,0,0,0
Grenada,GRD,2009,0,0,0
Grenada,GRD,2010,0,0,0
Grenada,GRD,2011,0,0,0
Grenada,GRD,2012,10.287007,0,0
Grenada,GRD,2013,0,0,0
Grenada,GRD,2014,0,0,0
Grenada,GRD,2015,0,0,0
Grenada,GRD,2016,0,0,0
Grenada,GRD,2017,0,0,0
Grenada,GRD,2018,0,0,0
Grenada,GRD,2019,0,0,0
Grenada,GRD,2020,0,0,0
Grenada,GRD,2021,0,0,0
Grenada,GRD,2022,25.943703,25.006252,0
Grenada,GRD,2023,0,13.0770235,0
Guadeloupe,GLP,1974,2.6401944,4.353315,5.6647596
Guadeloupe,GLP,1981,6.8497844,6.723593,9.04609
Guadeloupe,GLP,2000,0,7.9236164,13.543254
Guadeloupe,GLP,2001,2.8962002,11.86099,14.188926
Guadeloupe,GLP,2002,6.097375,11.978438,11.328022
Guadeloupe,GLP,2003,3.144654,12.456403,8.152617
Guadeloupe,GLP,2004,3.1496062,13.3719635,4.430268
Guadeloupe,GLP,2005,0,9.661369,29.085268
Guadeloupe,GLP,2006,0,0,5.0764
Guadeloupe,GLP,2007,9.960821,0,10.46244
Guadeloupe,GLP,2008,3.319943,9.260974,10.658709
Guadeloupe,GLP,2009,0,4.84684,10.862481
Guadeloupe,GLP,2010,3.1116781,10.196279,11.272051
Guadeloupe,GLP,2011,6.8594165,13.931134,5.2624655
Guadeloupe,GLP,2012,6.7389984,13.759574,17.21763
Guadeloupe,GLP,2013,6.9003587,13.6880045,11.490291
Guadeloupe,GLP,2014,3.4386714,0,5.724754
Guadeloupe,GLP,2015,0,4.969438,11.531365
Guadeloupe,GLP,2016,0,4.6509466,11.562698
Guatemala,GTM,1963,3.063148,7.023705,5.8600483
Guatemala,GTM,1964,3.8937242,6.5433855,5.0268097
Guatemala,GTM,1965,2.713704,4.80226,5
Guatemala,GTM,1966,2.2140014,5.5649853,2.3516479
Guatemala,GTM,1967,3.602934,7.3988576,4.333582
Guatemala,GTM,1968,7.8458786,10.536171,5.663043
Guatemala,GTM,1969,4.218213,6.456954,4.154837
Guatemala,GTM,1970,3.3869438,7.698094,6.2220683
Guatemala,GTM,1971,3.7582328,8.596235,7.1583858
Guatemala,GTM,1974,0,0,0
Guatemala,GTM,1977,0,0,0
Guatemala,GTM,1979,2.1433873,0.8022952,3.1398838
Guatemala,GTM,1980,1.6962023,2.5306885,2.6573129
Guatemala,GTM,1981,0.25612065,1.2445453,0.3697671
Guatemala,GTM,1984,0,0.55632824,0
Guatemala,GTM,1986,3.0076025,7.6982727,6.011339
Guatemala,GTM,1987,2.816279,5.446712,7.7513633
Guatemala,GTM,1988,2.2044258,4.501928,4.4557247
Guatemala,GTM,1989,1.623393,2.7035656,4.519679
Guatemala,GTM,1990,1.8613874,3.125457,4.73381
Guatemala,GTM,1991,1.2385093,3.1482677,3.534177
Guatemala,GTM,1992,2.8705485,2.8188965,2.3951235
Guatemala,GTM,1993,1.4373443,2.966445,4.5191417
Guatemala,GTM,1994,2.0879006,3.2137237,1.9854016
Guatemala,GTM,1995,2.4423232,4.8330765,3.445757
Guatemala,GTM,1996,1.7308296,2.1840897,3.343739
Guatemala,GTM,1997,2.2544575,4.226794,2.7233398
Guatemala,GTM,1998,3.0623133,3.8011067,3.7688727
Guatemala,GTM,1999,2.9108357,3.6876295,3.8919024
Guatemala,GTM,2000,2.246915,3.580179,3.6490593
Guatemala,GTM,2001,2.7295837,3.9922993,3.0565288
Guatemala,GTM,2002,2.8437803,4.2064023,3.2679312
Guatemala,GTM,2003,2.3057115,4.913727,3.6709602
Guatemala,GTM,2004,3.3306758,4.2978597,3.0313318
Guatemala,GTM,2005,4.017124,3.4060998,3.507367
Guatemala,GTM,2006,3.1770432,4.954285,4.1242213
Guatemala,GTM,2007,4.0054893,4.324495,3.9670875
Guatemala,GTM,2008,6.172364,6.8474593,5.9929647
Guatemala,GTM,2009,5.742283,6.850688,6.6351204
Guatemala,GTM,2010,3.4270563,5.4747224,4.6513186
Guatemala,GTM,2011,5.7539425,4.5540323,4.3671384
Guatemala,GTM,2012,5.9879518,5.1451364,3.4169714
Guatemala,GTM,2013,5.660902,6.6618977,4.871117
Guatemala,GTM,2014,6.458844,5.7079916,4.8379583
Guatemala,GTM,2015,6.677932,5.919901,4.783222
Guatemala,GTM,2016,5.8766127,6.6791306,5.349329
Guatemala,GTM,2017,5.7840767,7.363495,5.3131704
Guatemala,GTM,2018,5.855658,6.198571,5.531483
Guatemala,GTM,2019,6.8768215,6.149957,5.6152782
Guatemala,GTM,2020,4.368866,6.32457,5.5256715
Guatemala,GTM,2021,6.2146955,6.5492673,6.423429
Guatemala,GTM,2022,5.5175343,5.637714,5.5203953
Guyana,GUY,1979,0,0,0
Guyana,GUY,1984,1.7391304,4.9504952,0
Guyana,GUY,1988,7.7792473,18.2393,13.037432
Guyana,GUY,1989,17.145992,24.75707,21.645647
Guyana,GUY,1990,14.07212,22.69804,18.839214
Guyana,GUY,1991,25.095602,30.67524,17.311022
Guyana,GUY,1992,8.473858,16.889917,20.17291
Guyana,GUY,1993,10.968922,17.222649,15.912049
Guyana,GUY,1994,13.431833,25.690603,16.075525
Guyana,GUY,1995,12.198841,22.034925,20.816296
Guyana,GUY,1996,6.1777205,17.913492,19.469238
Guyana,GUY,1997,3.7956905,8.265829,12.08514
Guyana,GUY,1998,1.3131459,5.5232596,7.6189313
Guyana,GUY,1999,24.810476,47.416496,47.57082
Guyana,GUY,2001,21.027336,34.081142,45.42251
Guyana,GUY,2002,24.607056,43.551975,30.268755
Guyana,GUY,2003,27.889248,47.602634,30.902851
Guyana,GUY,2004,30.552076,37.985394,53.55738
Guyana,GUY,2005,20.626455,41.272633,50.48307
Guyana,GUY,2006,35.700516,42.12152,63.911377
Guyana,GUY,2007,24.65652,41.661602,25.06939
Guyana,GUY,2008,26.091267,22.709011,35.445282
Guyana,GUY,2009,17.480772,24.769554,27.708027
Guyana,GUY,2010,31.494919,38.96219,23.78081
Guyana,GUY,2011,24.903942,34.287086,40.295734
Guyana,GUY,2012,25.848902,35.42559,33.220753
Guyana,GUY,2013,36.414467,47.834732,33.303947
Guyana,GUY,2014,27.13224,42.048607,46.88806
Guyana,GUY,2015,42.733013,33.495453,46.91771
Guyana,GUY,2016,33.87698,36.401928,31.310541
Guyana,GUY,2017,33.432808,39.663754,36.315437
Guyana,GUY,2018,19.053667,22.943966,28.307856
Guyana,GUY,2019,32.588577,30.727472,20.11543
Guyana,GUY,2020,20.039812,38.763195,36.813972
Hong Kong,HKG,1955,3.4911935,10.735603,12.987645
Hong Kong,HKG,1956,8.404673,12.593474,19.797276
Hong Kong,HKG,1957,5.7717094,14.126788,17.966293
Hong Kong,HKG,1958,7.663476,19.744135,20.991009
Hong Kong,HKG,1959,17.463436,22.446587,21.81569
Hong Kong,HKG,1960,7.4028378,12.5502,17.621145
Hong Kong,HKG,1961,5.882353,11.874032,20.984665
Hong Kong,HKG,1962,4.7058825,14.162873,18.457752
Hong Kong,HKG,1963,3.7641153,20.696617,11.834319
Hong Kong,HKG,1964,7.1001496,13.429752,22.251892
Hong Kong,HKG,1965,4.342017,12.6968,13.914657
Hong Kong,HKG,1966,3.057169,12.42236,14.536341
Hong Kong,HKG,1967,5.6179776,14.946287,14.750763
Hong Kong,HKG,1968,3.9380414,12.531328,14.933059
Hong Kong,HKG,1969,4.2425756,13.133208,13.555787
Hong Kong,HKG,1970,3.084955,14.061478,20.520521
Hong Kong,HKG,1971,2.7124774,9.947337,14.157621
Hong Kong,HKG,1972,3.690037,8.596783,22.869955
Hong Kong,HKG,1973,4.933196,17.076326,14.675907
Hong Kong,HKG,1974,2.5242717,11.02671,16.715117
Hong Kong,HKG,1975,3.2350142,11.266958,18.305925
Hong Kong,HKG,1976,4.5163717,11.043498,16.897507
Hong Kong,HKG,1977,5.2997074,13.903744,21.567596
Hong Kong,HKG,1978,1.606569,7.867662,9.516654
Hong Kong,HKG,1979,4.6627812,9.407665,13.471037
Hong Kong,HKG,1980,4.605263,10.795364,14.450867
Hong Kong,HKG,1981,3.3380182,8.468947,13.129103
Hong Kong,HKG,1982,3.8774004,7.564545,10.614101
Hong Kong,HKG,1983,3.1262212,4.75956,7.371449
Hong Kong,HKG,1984,2.0811656,7.5087605,10.983354
Hong Kong,HKG,1985,2.8502522,8.899538,13.868252
Hong Kong,HKG,1986,4.830918,12.120148,10.582872
Hong Kong,HKG,1987,2.7033114,8.471521,11.052379
Hong Kong,HKG,1988,4.1152263,8.628775,9.22979
Hong Kong,HKG,1989,3.1897926,8.401719,7.9440737
Hong Kong,HKG,1990,4.145555,9.958865,12.349745
Hong Kong,HKG,1991,3.7243948,9.044783,13.970712
Hong Kong,HKG,1992,7.163324,9.060774,13.358779
Hong Kong,HKG,1993,4.396678,7.986186,10.473992
Hong Kong,HKG,1994,7.926678,10.094637,12.00932
Hong Kong,HKG,1995,4.748338,9.764758,10.764662
Hong Kong,HKG,1996,5.8335204,12.612991,12.994246
Hong Kong,HKG,1997,5.0262237,9.457755,9.5344925
Hong Kong,HKG,1998,6.233878,15.064714,15.140187
Hong Kong,HKG,1999,5.1858253,10.64736,11.875589
Hong Kong,HKG,2000,3.267974,10.497001,15.941485
Hong Kong,HKG,2001,5.381166,11.754648,21.56077
Hong Kong,HKG,2002,4.565168,17.142857,21.934978
Hong Kong,HKG,2003,5.3463507,15.268865,18.522287
Hong Kong,HKG,2004,7.342818,16.74898,23.480947
Hong Kong,HKG,2005,5.9880238,12.104481,15.615369
Hong Kong,HKG,2006,5.731316,10.795936,15.727653
Hong Kong,HKG,2007,4.0825586,11.390501,12.069302
Hong Kong,HKG,2008,4.0807076,12.04028,12.315271
Hong Kong,HKG,2009,4.6392946,12.106538,14.653391
Hong Kong,HKG,2010,5.3738317,9.298206,14.582165
Hong Kong,HKG,2011,4.012273,9.523809,10.672159
Hong Kong,HKG,2012,3.8122468,10.048056,13.237519
Hong Kong,HKG,2013,5.669214,14.4262295,14.133592
Hong Kong,HKG,2014,3.3635187,9.538598,9.320389
Hong Kong,HKG,2015,4.6909494,10.028973,10.903427
Hong Kong,HKG,2016,5.866823,9.436082,11.564093
Hong Kong,HKG,2017,8.866371,10.643116,10.4825945
Hungary,HUN,1955,11.8067,20.808323,19.408741
Hungary,HUN,1956,10.703994,17.682262,19.673828
Hungary,HUN,1957,14.033118,21.58584,19.599947
Hungary,HUN,1958,13.934878,24.032825,21.848284
Hungary,HUN,1959,17.387789,24.87123,20.899216
Hungary,HUN,1960,16.93559,28.066072,26.190475
Hungary,HUN,1961,18.230562,28.246145,20.854164
Hungary,HUN,1962,13.8518915,27.832722,22.086603
Hungary,HUN,1963,16.975712,28.116343,23.409895
Hungary,HUN,1964,14.745481,29.527292,25.007399
Hungary,HUN,1965,15.597704,26.940088,26.31579
Hungary,HUN,1966,14.6441,27.613146,26.52174
Hungary,HUN,1967,15.274351,29.175589,27.272728
Hungary,HUN,1968,17.34104,26.629936,26.594263
Hungary,HUN,1969,13.884224,24.211205,27.369282
Hungary,HUN,1970,15.00108,23.220785,26.43351
Hungary,HUN,1971,13.30495,26.414185,28.1786
Hungary,HUN,1972,12.291577,23.099588,28.652521
Hungary,HUN,1973,11.458793,20.136559,27.671124
Hungary,HUN,1974,14.981274,25.388659,26.223549
Hungary,HUN,1975,11.21048,21.25122,25.99369
Hungary,HUN,1976,10.500808,21.811184,27.036858
Hungary,HUN,1977,12.091039,22.331974,24.638712
Hungary,HUN,1978,16.155329,22.57636,28.730953
Hungary,HUN,1979,15.29052,22.125456,33.5359
Hungary,HUN,1980,12.544525,26.185331,34.501884
Hungary,HUN,1981,15.449438,25.79419,32.76898
Hungary,HUN,1982,12.144505,22.785898,31.397003
Hungary,HUN,1983,12.973456,23.83435,32.37046
Hungary,HUN,1984,11.141658,23.69306,33.809525
Hungary,HUN,1985,9.437949,23.494633,34.64587
Hungary,HUN,1986,9.379311,20.376175,38.093937
Hungary,HUN,1987,12.128645,23.622047,35.74517
Hungary,HUN,1988,10.840109,21.117268,33.403236
Hungary,HUN,1989,11.261261,20.778843,32.431602
Hungary,HUN,1990,9.762864,19.442127,29.094053
Hungary,HUN,1991,8.462896,17.537062,29.959677
Hungary,HUN,1992,11.82159,20.190037,25.731995
Hungary,HUN,1993,9.768026,15.882728,25.766035
Hungary,HUN,1994,9.962282,16.429781,21.26277
Hungary,HUN,1995,8.899087,14.773933,16.23026
Hungary,HUN,1996,8.179135,13.64047,20.342575
Hungary,HUN,1997,7.500444,12.616945,18.242966
Hungary,HUN,1998,6.8864737,14.468082,19.81084
Hungary,HUN,1999,8.343589,14.195038,21.285395
Hungary,HUN,2000,7.1270647,13.855138,18.628319
Hungary,HUN,2001,6.9510765,14.684693,15.084046
Hungary,HUN,2002,7.539343,12.944764,15.2923975
Hungary,HUN,2003,6.385825,11.343167,13.870587
Hungary,HUN,2004,7.8510437,11.686522,16.296843
Hungary,HUN,2005,6.1828704,8.509851,15.027109
Hungary,HUN,2006,6.3956,8.820636,10.83541
Hungary,HUN,2007,5.951012,7.904069,10.098447
Hungary,HUN,2008,6.660483,8.1411085,12.001338
Hungary,HUN,2009,7.077694,13.402967,11.214746
Hungary,HUN,2010,5.868574,9.595265,14.007726
Hungary,HUN,2011,7.0859227,9.674243,11.630749
Hungary,HUN,2012,5.1927056,10.67718,13.710816
Hungary,HUN,2013,3.95771,7.9527984,10.00059
Hungary,HUN,2014,4.3119125,9.0976925,11.443256
Hungary,HUN,2015,5.2565384,9.1939335,12.524744
Hungary,HUN,2016,4.808357,7.9234266,9.055722
Hungary,HUN,2017,5.496692,7.317019,10.59305
Hungary,HUN,2018,5.7353897,7.0145535,9.562576
Hungary,HUN,2019,4.5141263,8.703962,8.887154
Hungary,HUN,2020,4.322357,8.30204,11.51881
Hungary,HUN,2021,5.556939,9.726873,8.391509
Hungary,HUN,2022,4.512284,8.468476,11.06445
Hungary,HUN,2023,3.8771672,7.160475,9.975684
Iceland,ISL,1951,0,16,8.928572
Iceland,ISL,1952,8.474576,8,0
Iceland,ISL,1953,8.5470085,8.064516,0
Iceland,ISL,1954,17.241379,7.9365077,8.620689
Iceland,ISL,1955,17.54386,8.403361,33.05785
Iceland,ISL,1956,0,16.806723,16.129032
Iceland,ISL,1957,8.474576,0,7.9365077
Iceland,ISL,1958,8,0,0
Iceland,ISL,1959,0,8.928572,17.54386
Iceland,ISL,1960,0,17.241379,8.264462
Iceland,ISL,1961,13.245033,8.620689,16.949152
Iceland,ISL,1962,6.329114,8.403361,8.620689
Iceland,ISL,1963,0,0,17.54386
Iceland,ISL,1964,0,7.518797,8.77193
Iceland,ISL,1965,0,7.0921984,8.849558
Iceland,ISL,1966,10.869565,6.6666665,26.31579
Iceland,ISL,1967,5.291005,19.10828,33.898304
Iceland,ISL,1968,0,18.292683,0
Iceland,ISL,1969,0,5.952381,23.076923
Iceland,ISL,1970,5,11.627907,14.705882
Iceland,ISL,1971,4.901961,0,21.12676
Iceland,ISL,1972,0,10.989011,26.666666
Iceland,ISL,1973,9.259259,21.390375,6.4102564
Iceland,ISL,1974,13.636364,5.2083335,18.404907
Iceland,ISL,1975,4.464286,10.152285,5.9171596
Iceland,ISL,1976,0,9.950249,5.7471266
Iceland,ISL,1977,8.888889,14.634147,16.949152
Iceland,ISL,1978,13.274336,23.923445,16.666666
Iceland,ISL,1979,4.424779,18.867924,27.173914
Iceland,ISL,1980,4.4444447,9.302325,10.695188
Iceland,ISL,1981,13.274336,9.21659,5.2083335
Iceland,ISL,1982,4.424779,13.761468,25.252525
Iceland,ISL,1983,9.009009,18.099548,14.778325
Iceland,ISL,1984,27.777779,22.522522,9.661836
Iceland,ISL,1985,9.523809,22.624434,9.478673
Iceland,ISL,1986,4.878049,22.624434,18.957346
Iceland,ISL,1987,4.878049,13.513514,4.6948357
Iceland,ISL,1988,19.047619,18.099548,18.348623
Iceland,ISL,1989,9.478673,18.43318,9.132421
Iceland,ISL,1990,28.301888,23.923445,32.110092
Iceland,ISL,1991,42.056076,24.390244,9.132421
Iceland,ISL,1992,9.433962,9.756098,13.69863
Iceland,ISL,1993,14.492754,9.661836,18.60465
Iceland,ISL,1994,14.492754,14.354067,14.285714
Iceland,ISL,1995,9.523809,9.615385,29.55665
Iceland,ISL,1996,14.150944,9.523809,20.408163
Iceland,ISL,1997,13.916594,9.5863495,15.316281
Iceland,ISL,1998,13.583265,14.749988,19.852102
Iceland,ISL,1999,9.1482935,19.271536,14.589311
Iceland,ISL,2000,23.510603,41.73429,33.34127
Iceland,ISL,2001,14.330753,22.773855,27.812544
Iceland,ISL,2002,0,17.994513,32.7562
Iceland,ISL,2003,4.848015,17.909111,4.8506017
Iceland,ISL,2004,9.501187,22.694263,19.16994
Iceland,ISL,2005,9.174733,4.651379,13.99319
Iceland,ISL,2006,8.800106,18.432331,8.868
Iceland,ISL,2007,8.576329,27.293818,21.090816
Iceland,ISL,2008,4.2181635,12.877194,11.756868
Iceland,ISL,2009,4.1842756,4.335573,8.027615
Iceland,ISL,2010,12.752391,17.176966,8.455766
Iceland,ISL,2011,4.3068175,8.40707,17.508152
Iceland,ISL,2012,8.697543,12.405409,8.937948
Iceland,ISL,2013,4.420085,16.286314,8.886717
Iceland,ISL,2014,13.466502,12.049887,17.396976
Iceland,ISL,2015,18.086863,12.018027,8.402656
Iceland,ISL,2016,18.15541,7.988497,19.97164
Iceland,ISL,2017,0,28.540558,15.544545
Iceland,ISL,2018,22.919483,4.031852,3.6388116
Iceland,ISL,2019,9.107468,12.18002,7.0438657
Iceland,ISL,2020,13.563307,20.684662,24.658741
Iceland,ISL,2021,8.921402,8.323795,17.702248
Iceland,ISL,2022,8.639869,4.0918202,3.4891834
Iran,IRN,2013,5.615674,5.956086,4.7305346
Iran,IRN,2014,5.4427824,6.5747533,4.777728
Iran,IRN,2015,6.732154,5.9588175,4.6408176
Iran,IRN,2016,7.1441693,7.2893605,5.682142
Iran,IRN,2017,9.6368685,9.734794,8.0029745
Iraq,IRQ,2008,0,0.03825395,0
Iraq,IRQ,2015,0,0,0
Iraq,IRQ,2016,0,0,0.03291254
Ireland,IRL,1950,0,3.3557048,0.49726504
Ireland,IRL,1951,1.6590626,0.9891197,1.5120968
Ireland,IRL,1952,0.8343763,0,1.55521
Ireland,IRL,1953,0.838223,1.5487868,1.5982951
Ireland,IRL,1954,0.84352595,1.0559663,1.6465423
Ireland,IRL,1955,0,1.0851872,3.9750142
Ireland,IRL,1956,0.43084878,2.2333891,2.3557127
Ireland,IRL,1957,0,0.5714286,1.8192844
Ireland,IRL,1958,0,2.3571007,1.8856065
Ireland,IRL,1959,0,1.8061409,2.5839794
Ireland,IRL,1960,0.8572653,0.6169031,0.6666667
Ireland,IRL,1961,0.855432,1.2658228,3.4387896
Ireland,IRL,1962,0.83752096,1.2247398,2.737851
Ireland,IRL,1963,0.40933278,2.3640661,6.1141305
Ireland,IRL,1964,0,0.57240987,6.076975
Ireland,IRL,1965,0,1.1104941,1.344086
Ireland,IRL,1966,0.77130735,1.0793308,4.018754
Ireland,IRL,1967,0.7674597,2.0953379,1.3003901
Ireland,IRL,1968,0,4.0753946,3.7998734
Ireland,IRL,1969,0,0.49578583,1.2330456
Ireland,IRL,1970,0.37778616,3.8424592,0.5980861
Ireland,IRL,1971,0.746826,2.322341,1.734104
Ireland,IRL,1972,0.73421437,2.2624435,4.439512
Ireland,IRL,1973,1.441961,4.845815,4.7974415
Ireland,IRL,1974,2.1008403,4.763967,7.8781514
Ireland,IRL,1975,3.0853617,6.771054,8.655805
Ireland,IRL,1976,5.356545,7.2845,5.140187
Ireland,IRL,1977,1.9697964,6.319115,11.695907
Ireland,IRL,1978,3.2237265,5.7848053,8.239375
Ireland,IRL,1979,2.8355389,9.387908,12.113617
Ireland,IRL,1980,2.799378,6.6469717,7.838284
Ireland,IRL,1981,4.595588,6.519377,11.377489
Ireland,IRL,1982,4.280037,8.562255,7.1713147
Ireland,IRL,1983,3.377341,15.471168,10.941774
Ireland,IRL,1984,3.9156628,7.7301474,7.827789
Ireland,IRL,1985,3.6144578,13.636364,8.5470085
Ireland,IRL,1986,5.7384477,12.220671,9.284332
Ireland,IRL,1987,2.0939276,10.357142,7.8462143
Ireland,IRL,1988,5.644682,12.42236,14.263075
Ireland,IRL,1989,4.1878552,12.724551,9.888752
Ireland,IRL,1990,6.4686856,13.046815,20.232458
Ireland,IRL,1991,7.761194,14.628657,15.016233
Ireland,IRL,1992,6.88829,18.438177,21.862349
Ireland,IRL,1993,5.11894,13.009846,15.853659
Ireland,IRL,1994,8.459214,18.614271,13.344116
Ireland,IRL,1995,10.143198,18.244406,17.029703
Ireland,IRL,1996,10.306243,20.797817,23.157082
Ireland,IRL,1997,10.76373,29.278143,18.15335
Ireland,IRL,1998,13.673721,26.08024,23.493221
Ireland,IRL,1999,12.111688,20.398628,21.806664
Ireland,IRL,2000,12.447931,20.842686,22.462824
Ireland,IRL,2001,13.420012,18.89276,21.274403
Ireland,IRL,2002,11.813991,20.101482,20.147556
Ireland,IRL,2003,8.47419,24.40113,14.424132
Ireland,IRL,2004,12.966417,16.236355,16.39419
Ireland,IRL,2005,10.134998,19.92131,15.082012
Ireland,IRL,2006,14.125413,18.103512,14.206144
Ireland,IRL,2007,9.09094,18.691267,16.04649
Ireland,IRL,2008,15.49907,14.968492,16.558834
Ireland,IRL,2009,14.355802,16.40463,18.143595
Ireland,IRL,2010,10.639091,15.152568,14.384839
Ireland,IRL,2011,11.742101,20.43065,17.63683
Ireland,IRL,2012,9.791584,17.28204,15.240552
Ireland,IRL,2013,7.6491866,12.366385,11.251196
Ireland,IRL,2014,4.377964,23.529501,15.277994
Ireland,IRL,2015,6.753722,10.890202,15.400685
Ireland,IRL,2016,10.291071,12.433035,10.111939
Ireland,IRL,2017,6.1370897,9.372038,12.246523
Ireland,IRL,2018,5.0602164,13.82839,10.649188
Ireland,IRL,2019,6.519836,11.600505,9.604567
Ireland,IRL,2020,7.6354995,12.238129,10.122619
Ireland,IRL,2021,6.6876416,13.487909,14.584033
Ireland,IRL,2022,7.1053004,8.655483,11.031845
Israel,ISR,1975,4.9155145,9.6414585,8.441787
Israel,ISR,1976,4.599816,7.525587,6.0382423
Israel,ISR,1977,4.2944784,7.857359,7.804878
Israel,ISR,1978,3.6674817,6.9802732,6.3151245
Israel,ISR,1979,4.520796,8.162031,7.6149864
Israel,ISR,1980,4.1580043,8.09838,6.55347
Israel,ISR,1981,2.6362038,6.2987404,6.8554397
Israel,ISR,1982,2.0120723,4.195385,5.6920314
Israel,ISR,1983,0.8443569,5.8389673,7.035497
Israel,ISR,1984,1.9151847,6.2817826,6.8153653
Israel,ISR,1985,2.6716537,4.703116,5.541872
Israel,ISR,1986,3.8961039,7.5036073,6.775485
